Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Marine Layer-men,ls-printed-button-down-thyme,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN2_f8985372-285a-4bd6-a7ea-99816157c378.jpg?v=1567196603,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-shirt-agave-green,Denrock Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	21 wale corduroy\n	•	Soft, never scratchy\n	•	Looks perfectly faded</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, buttondowns, best",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/ls-corduroy-shirt-agave-green,,,,1,,deny,manual,135,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-button-down-courderoy-thumb.jpg?v=1566501742,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-shirt-agave-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/Untitled-2.jpg?v=1566501742,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-shirt-agave-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN_375a870d-d393-4c60-80e9-0101a46dbe44.jpg?v=1566501742,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-shirt-agave-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/cedar_buttondown-10538-FInal-TN.jpg?v=1566501742,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,nubby-twill-buffalo-plaid-button-down-navy-buffalo-check,Palisades Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	100% Organic Cotton\n	•	Subtle lumberjack look\n	•	Absurdly soft\npalsades button down</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/nubby-twill-buffalo-plaid-button-down-navy-buffalo-check,,,,1,,deny,manual,125,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-palisades-button-down-thumb.jpg?v=1567619397,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,nubby-twill-buffalo-plaid-button-down-navy-buffalo-check,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/NT_d095ab9f-5a64-46f1-8d18-cceebe883d69.jpg?v=1567802327,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,nubby-twill-buffalo-plaid-button-down-navy-buffalo-check,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/palisades_buttondown-11279-Final-tn.jpg?v=1567802329,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,nubby-twill-buffalo-plaid-button-down-navy-buffalo-check,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN2_7abe6a97-f5ca-4991-b502-d60457b733c5.jpg?v=1567802333,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-brushed-oxford-shirt-dusty-lavender,Smith Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody></sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/ls-brushed-oxford-shirt-dusty-lavender,,,,1,,deny,manual,110,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-smith-button-down-dusty-lavender-FINAL.jpg?v=1572043070,1,,FALSE,,,,,,,,,,,,,,,,,,,,
