Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Twillory-men,performance-aviator,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF087_S_d918d33c-c149-447d-af9a-ebbd553a6c5b.jpg?v=1569524672,3,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-aviator,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/GR_TFW_MPF087_F.jpg?v=1572552587,4,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-pathfinder,PATHFINDER // Performance Plaid,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Button Cuff\n	•	Dynamic 4-way Stretch\n	•	Non-Iron\n	•	Moisture Wicking\n	•	Hyperbreathable\n	•	Performance Fabric: Cotton / COOLMAX TM / Spandex\n	•	Brushed Nickel Collar Stays\nWhen the hustle brings the heat, you need a shirt that can take it.\nMeet the Twillory Performance Shirt, a game-changing combination of fashion and function that's engineered to deliver superior style in any situation. Crafted from hyperbreathable 4-Way Stretch fabric, each shirt features Coolmax moisture-wicking tech to keep you dry, and our proprietary Non Iron treatment to keep you wrinkle-free.\nSo go ahead: dream bigger, grind harder, and push further. Just know that when it comes to looking good, the Performance Shirt has your back, no sweat (literally).</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Guaranteed Fit! FREE US shipping and returns for 30 days.</sectionBody></section></sections>",Twillory-men,Shirt,"twillory, performance",,Title, Default Title,Link,https://www.twillory.com/products/performance-pathfinder,,,,1,,deny,manual,99,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF084_F_0a8c1af9-ee2f-419f-b010-34077f0b5794.jpg?v=1569524668,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-pathfinder,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF084_C_6a96226f-481e-489a-bb45-4dbc9d1796c2.jpg?v=1569524668,2,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-pathfinder,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF084_S_fe277546-868e-47bf-8463-0e60fe3434a4.jpg?v=1569524668,3,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-pathfinder,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/GR_TFW_MPF084_F.jpg?v=1572552577,4,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-carpenter,CARPENTER // Performance Plaid,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Button Cuff\n	•	Dynamic 4-way Stretch\n	•	Non-Iron\n	•	Moisture Wicking\n	•	Hyperbreathable\n	•	Performance Fabric: Cotton / COOLMAX TM / Spandex\n	•	Brushed Nickel Collar Stays\nWhen the hustle brings the heat, you need a shirt that can take it.\nMeet the Twillory Performance Shirt, a game-changing combination of fashion and function that's engineered to deliver superior style in any situation. Crafted from hyperbreathable 4-Way Stretch fabric, each shirt features Coolmax moisture-wicking tech to keep you dry, and our proprietary Non Iron treatment to keep you wrinkle-free.\nSo go ahead: dream bigger, grind harder, and push further. Just know that when it comes to looking good, the Performance Shirt has your back, no sweat (literally).</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Guaranteed Fit! FREE US shipping and returns for 30 days.</sectionBody></section></sections>",Twillory-men,Shirt,"twillory, performance",,Title, Default Title,Link,https://www.twillory.com/products/performance-carpenter,,,,1,,deny,manual,99,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF082_F_0627febc-47c0-41fe-9978-c892fcbf5d3f.jpg?v=1569524658,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-carpenter,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF082_C_2fe3d345-b0f9-4a66-a7a8-c226133e6ebf.jpg?v=1569524658,2,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-carpenter,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/MPF082_S_faf269cc-b3d8-4e9c-8676-c305b168212f.jpg?v=1569524658,3,,,,,,,,,,,,,,,,,,,,,,
Twillory-men,performance-carpenter,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1042/4718/products/GR_TFW_MPF082_F.jpg?v=1572552566,4,,,,,,,,,,,,,,,,,,,,,,
