Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Taylrd-men,bomber-jacket-charcoal-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1558-min.jpg?v=1571428533,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-charcoal-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1559-min_a35d0426-3141-47f7-83e1-cb2dce8b29ea.jpg?v=1571935892,6,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,Cactus Green | Bomber Jacket,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Lightweight bomber jacket that keeps you protected from rain, wind and mild temperatures. Stylishly designed to keep you looking your best when it’s chilly out. Fabric: 100% Polyester. Features: Waterproof, 2 interior welt pockets, 1 interior patch pocket, self adjusting collar for perfect fit around neck.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model: Model is 6'2"" and wears a medium.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Bomber Jacket,"taylrd, jacket",,Title, Default Title,Link,https://www.taylrdclothing.com/products/bomber-jacket-cactus-green,,,,1,,deny,manual,85.71,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1563-min.jpg?v=1571428421,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1581-min.jpg?v=1571428421,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1590-min.jpg?v=1571428421,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1597-min.jpg?v=1571428421,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1599-min.jpg?v=1571428421,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,bomber-jacket-cactus-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1597-min_e28d3e03-7949-4838-a07b-7881ebf1e2fc.jpg?v=1571442711,6,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-black-1,Black | Pima Cotton Henley,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Experience extreme comfort with the lightweight and ultra-soft Pima Cotton Henley. Perfect for a trip into town or for lounging around. Fabric: 100% Lightweight Pima Cotton. Features: Loose knit, textured, wrinkle-resistant, breathable, reinforced 3-button closure, pre-shrunk, ultra-soft.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Long Sleeve Henley,"taylrd, top, henley",,Title, Default Title,Link,https://www.taylrdclothing.com/products/pima-cotton-henley-black-1,,,,1,,deny,manual,29,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1658-min.jpg?v=1571430180,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-black-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1672-min.jpg?v=1571430180,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-black-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1669-min.jpg?v=1571430180,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-black-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1675-min.jpg?v=1571430180,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-black-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1675-min_3f685601-1957-44a3-bc4a-28bbfdda0451.jpg?v=1573438014,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-red,Red | Pima Cotton Henley,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Experience extreme comfort with the lightweight and ultra-soft Pima Cotton Henley. Perfect for a trip into town or for lounging around. Fabric: 100% Lightweight Pima Cotton. Features: Loose knit, textured, wrinkle-resistant, breathable, reinforced 3-button closure, pre-shrunk, ultra-soft.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Long Sleeve Henley,"taylrd, top, henley",,Title, Default Title,Link,https://www.taylrdclothing.com/products/pima-cotton-henley-red,,,,1,,deny,manual,29,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1732-min.jpg?v=1571430463,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1745-min.jpg?v=1571430463,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1741-min.jpg?v=1571430463,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1747-min.jpg?v=1571430463,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1747-min_7f6f63d8-7855-4cd4-a13e-942fd864ca7a.jpg?v=1573438012,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-white,White | Pima Cotton Henley,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Experience extreme comfort with the lightweight and ultra-soft Pima Cotton Henley. Perfect for a trip into town or for lounging around. Fabric: 100% Lightweight Pima Cotton. Features: Loose knit, textured, wrinkle-resistant, breathable, reinforced 3-button closure, pre-shrunk, ultra-soft.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Long Sleeve Henley,"taylrd, top, henley",,Title, Default Title,Link,https://www.taylrdclothing.com/products/pima-cotton-henley-white,,,,1,,deny,manual,29,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1441-min.jpg?v=1571430557,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1453-min.jpg?v=1571430557,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1458-min.jpg?v=1571430557,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1458-min_3d455cf4-13af-4b5e-89ae-6ae7c5a7dc89.jpg?v=1573438010,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-gold,Gold | Pima Cotton Henley,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Experience extreme comfort with the lightweight and ultra-soft Pima Cotton Henley. Perfect for a trip into town or for lounging around. Fabric: 100% Lightweight Pima Cotton. Features: Loose knit, textured, wrinkle-resistant, breathable, reinforced 3-button closure, pre-shrunk, ultra-soft.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Long Sleeve Henley,"taylrd, top, henley",,Title, Default Title,Link,https://www.taylrdclothing.com/products/pima-cotton-henley-gold,,,,1,,deny,manual,29,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1708-min.jpg?v=1571430331,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1723-min.jpg?v=1571430331,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1729-min.jpg?v=1571430331,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1729-min_244b207a-a863-4c9f-8d83-2a9e9825620e.jpg?v=1573438008,4,,,,,,,,,,,,,,,,,,,,,,
